read_name	primer	expected_insert_distance	fasta_path	hash	read_length	run_name	sample_well	dye	run_start	run_end	abi_path	date
VR-10-1-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-10-1_pFC9_t7_primer_1__2021-09-09_B06.seq	-6144614007097465127	1000	2021-09-07_718313_130254_data	B6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-10-1_pFC9_t7_primer_1__2021-09-09_B06.ab1	2021-09-07
VR-10-2-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-10-2_pFC9_t7_primer_1__2021-09-09_C06.seq	3575141351973081777	722	2021-09-07_718313_130254_data	C6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-10-2_pFC9_t7_primer_1__2021-09-09_C06.ab1	2021-09-07
VR-2-3-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-2-3_pFC9_t7_primer_1__2021-09-09_D05.seq	-1550717316149024305	1000	2021-09-07_718313_130254_data	D5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-2-3_pFC9_t7_primer_1__2021-09-09_D05.ab1	2021-09-07
VR-2-2-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-2-2_pFC9_t7_primer_1__2021-09-09_C05.seq	5884256384094396376	999	2021-09-07_718313_130254_data	C5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-2-2_pFC9_t7_primer_1__2021-09-09_C05.ab1	2021-09-07
VR-11-5-B-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-11-5-B_pFC9_t7_primer_1__2021-09-09_F06.seq	-6496079346730490777	1000	2021-09-07_718313_130254_data	F6	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-11-5-B_pFC9_t7_primer_1__2021-09-09_F06.ab1	2021-09-07
VR-4-1-2021-09-07	pFC9_t7_primer_1	105	runs/2021-09-07_718313_130254_data/VR-4-1_pFC9_t7_primer_1__2021-09-09_E05.seq	-3310515273231735023	1000	2021-09-07_718313_130254_data	E5	Z-BigDyeV3	2021-09-09 07:52:14	2021-09-09 09:54:28	runs/2021-09-07_718313_130254_data/VR-4-1_pFC9_t7_primer_1__2021-09-09_E05.ab1	2021-09-07
VR20-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR20-C2_pFC9_t7_primer_1__2021-10-23_H03.seq	5543322573174489023	1000	2021-10-22_728913_132804_data	H3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR20-C2_pFC9_t7_primer_1__2021-10-23_H03.ab1	2021-10-22
VR21-C5-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR21-C5_pFC9_t7_primer_1__2021-10-23_D04.seq	3368775574392057913	1000	2021-10-22_728913_132804_data	D4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR21-C5_pFC9_t7_primer_1__2021-10-23_D04.ab1	2021-10-22
VR20-C3-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR20-C3_pFC9_t7_primer_1__2021-10-23_A04.seq	-4769413253928979006	1000	2021-10-22_728913_132804_data	A4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR20-C3_pFC9_t7_primer_1__2021-10-23_A04.ab1	2021-10-22
VR21-C6-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR21-C6_pFC9_t7_primer_1__2021-10-23_E04.seq	4521295037192311531	1000	2021-10-22_728913_132804_data	E4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR21-C6_pFC9_t7_primer_1__2021-10-23_E04.ab1	2021-10-22
VR20-C1-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR20-C1_pFC9_t7_primer_1__2021-10-23_G03.seq	-6690119956970568890	1000	2021-10-22_728913_132804_data	G3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR20-C1_pFC9_t7_primer_1__2021-10-23_G03.ab1	2021-10-22
VR21-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR21-C2_pFC9_t7_primer_1__2021-10-23_C04.seq	1099888760075830923	1000	2021-10-22_728913_132804_data	C4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR21-C2_pFC9_t7_primer_1__2021-10-23_C04.ab1	2021-10-22
VR3-C4-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR3-C4_pFC9_t7_primer_1__2021-10-23_C03.seq	-5367973911932626885	1000	2021-10-22_728913_132804_data	C3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR3-C4_pFC9_t7_primer_1__2021-10-23_C03.ab1	2021-10-22
VR7-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR7-C2_pFC9_t7_primer_1__2021-10-23_E03.seq	-9200528807564852590	1000	2021-10-22_728913_132804_data	E3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR7-C2_pFC9_t7_primer_1__2021-10-23_E03.ab1	2021-10-22
VR20-C4-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR20-C4_pFC9_t7_primer_1__2021-10-23_B04.seq	6962376348417242909	1000	2021-10-22_728913_132804_data	B4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR20-C4_pFC9_t7_primer_1__2021-10-23_B04.ab1	2021-10-22
VR30-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR30-C2_pFC9_t7_primer_1__2021-10-23_G04.seq	-6525116223470314348	603	2021-10-22_728913_132804_data	G4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR30-C2_pFC9_t7_primer_1__2021-10-23_G04.ab1	2021-10-22
VR31-C5-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR31-C5_pFC9_t7_primer_1__2021-10-23_H02.seq	-6710881096561470853	336	2021-10-22_728913_132804_data	H2	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR31-C5_pFC9_t7_primer_1__2021-10-23_H02.ab1	2021-10-22
VR31-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR31-C2_pFC9_t7_primer_1__2021-10-23_H01.seq	3182683989417777094	355	2021-10-22_728913_132804_data	H1	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR31-C2_pFC9_t7_primer_1__2021-10-23_H01.ab1	2021-10-22
VR7-C3-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR7-C3_pFC9_t7_primer_1__2021-10-23_F03.seq	-4528452725826743818	1000	2021-10-22_728913_132804_data	F3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR7-C3_pFC9_t7_primer_1__2021-10-23_F03.ab1	2021-10-22
VR30-C1-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR30-C1_pFC9_t7_primer_1__2021-10-23_F04.seq	6543890612075312428	1000	2021-10-22_728913_132804_data	F4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR30-C1_pFC9_t7_primer_1__2021-10-23_F04.ab1	2021-10-22
VR30-C3-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR30-C3_pFC9_t7_primer_1__2021-10-23_H04.seq	926238615280089400	1000	2021-10-22_728913_132804_data	H4	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR30-C3_pFC9_t7_primer_1__2021-10-23_H04.ab1	2021-10-22
VR3-C1-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR3-C1_pFC9_t7_primer_1__2021-10-23_A03.seq	9171962679398859070	1000	2021-10-22_728913_132804_data	A3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR3-C1_pFC9_t7_primer_1__2021-10-23_A03.ab1	2021-10-22
VR3-C2-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR3-C2_pFC9_t7_primer_1__2021-10-23_B03.seq	-731719301912116683	1000	2021-10-22_728913_132804_data	B3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR3-C2_pFC9_t7_primer_1__2021-10-23_B03.ab1	2021-10-22
VR31-C3-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR31-C3_pFC9_t7_primer_1__2021-10-23_G02.seq	-178885792425432602	506	2021-10-22_728913_132804_data	G2	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR31-C3_pFC9_t7_primer_1__2021-10-23_G02.ab1	2021-10-22
VR7-C1-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR7-C1_pFC9_t7_primer_1__2021-10-23_D03.seq	4528999671600811112	1000	2021-10-22_728913_132804_data	D3	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR7-C1_pFC9_t7_primer_1__2021-10-23_D03.ab1	2021-10-22
VR31-C1-2021-10-22	pFC9_t7_primer_1	105	runs/2021-10-22_728913_132804_data/VR31-C1_pFC9_t7_primer_1__2021-10-23_G01.seq	-7828466568314005071	279	2021-10-22_728913_132804_data	G1	Z-BigDyeV3	2021-10-23 01:12:37	2021-10-23 03:17:19	runs/2021-10-22_728913_132804_data/VR31-C1_pFC9_t7_primer_1__2021-10-23_G01.ab1	2021-10-22
